DI_072|Discrete Input 072|0|0|72|closed|open|N|N|
DI_073|Discrete Input 073|0|0|73|off|on|N|N|
DI_074|Discrete Input 074|0|0|74|ok|alarm|N|N|
DI_075|Discrete Input 075|0|0|75|ok|failed|N|N|
DI_076|Discrete Input 076|0|0|76|closed|open|N|N|
DI_077|Discrete Input 077|0|0|77|off|on|N|N|
DI_078|Discrete Input 078|0|0|78|ok|alarm|N|N|
DI_079|Discrete Input 079|0|0|79|ok|failed|N|N|
DI_080|Discrete Input 080|0|0|80|closed|open|N|N|
DI_081|Discrete Input 081|0|0|81|off|on|N|N|
DI_082|Discrete Input 082|0|0|82|ok|alarm|N|N|
DI_083|Discrete Input 083|0|0|83|ok|failed|N|N|
DI_084|Discrete Input 084|0|0|84|closed|open|N|N|
DI_085|Discrete Input 085|0|0|85|off|on|N|N|
DI_086|Discrete Input 086|0|0|86|ok|alarm|N|N|
DI_087|Discrete Input 087|0|0|87|ok|failed|N|N|
DI_088|Discrete Input 088|0|0|88|closed|open|N|N|
DI_089|Discrete Input 089|0|0|89|off|on|N|N|
DI_090|Discrete Input 090|0|0|90|ok|alarm|N|N|
DI_091|Discrete Input 091|0|0|91|ok|failed|N|N|
DI_092|Discrete Input 092|0|0|92|closed|open|N|N|
DI_093|Discrete Input 093|0|0|93|off|on|N|N|
DI_094|Discrete Input 094|0|0|94|ok|alarm|N|N|
DI_095|Discrete Input 095|0|0|95|ok|failed|N|N|
DI_096|Discrete Input 096|0|0|96|closed|open|N|N|
DI_097|Discrete Input 097|0|0|97|off|on|N|N|
DI_098|Discrete Input 098|0|0|98|ok|alarm|N|N|
DI_099|Discrete Input 099|0|0|99|ok|failed|N|N|
DI_100|Discrete Input 100|0|0|100|closed|open|N|N|
DI_101|Discrete Input 101|0|0|101|off|on|N|N|
DI_102|Discrete Input 102|0|0|102|ok|alarm|N|N|
DI_103|Discrete Input 103|0|0|103|ok|failed|N|N|
DI_104|Discrete Input 104|0|0|104|closed|open|N|N|
DI_105|Discrete Input 105|0|0|105|off|on|N|N|
DI_106|Discrete Input 106|0|0|106|ok|alarm|N|N|
DI_107|Discrete Input 107|0|0|107|ok|failed|N|N|
DI_108|Discrete Input 108|0|0|108|closed|open|N|N|
DI_109|Discrete Input 109|0|0|109|off|on|N|N|
DI_110|Discrete Input 110|0|0|110|ok|alarm|N|N|
DI_111|Discrete Input 111|0|0|111|ok|failed|N|N|
DI_112|Discrete Input 112|0|0|112|closed|open|N|N|
DI_113|Discrete Input 113|0|0|113|off|on|N|N|
DI_114|Discrete Input 114|0|0|114|ok|alarm|N|N|
DI_115|Discrete Input 115|0|0|115|ok|failed|N|N|
DI_116|Discrete Input 116|0|0|116|closed|open|N|N|
DI_117|Discrete Input 117|0|0|117|off|on|N|N|
DI_118|Discrete Input 118|0|0|118|ok|alarm|N|N|
DI_119|Discrete Input 119|0|0|119|ok|failed|N|N|
DI_120|Discrete Input 120|0|0|120|closed|open|N|N|
DI_121|Discrete Input 121|0|0|121|off|on|N|N|
DI_122|Discrete Input 122|0|0|122|ok|alarm|N|N|
DI_123|Discrete Input 123|0|0|123|ok|failed|N|N|
DI_124|Discrete Input 124|0|0|124|closed|open|N|N|
DI_125|Discrete Input 125|0|0|125|off|on|N|N|
DI_126|Discrete Input 126|0|0|126|ok|alarm|N|N|
DI_127|Discrete Input 127|0|0|127|ok|failed|N|N|
DI_128|Discrete Input 128|0|0|128|closed|open|N|N|
DI_129|Discrete Input 129|0|0|129|off|on|N|N|
DI_130|Discrete Input 130|0|0|130|ok|alarm|N|N|
DI_131|Discrete Input 131|0|0|131|ok|failed|N|N|
DI_132|Discrete Input 132|0|0|132|closed|open|N|N|
DI_133|Discrete Input 133|0|0|133|off|on|N|N|
DI_134|Discrete Input 134|0|0|134|ok|alarm|N|N|
DI_135|Discrete Input 135|0|0|135|ok|failed|N|N|
DI_136|Discrete Input 136|0|0|136|closed|open|N|N|
DI_137|Discrete Input 137|0|0|137|off|on|N|N|
DI_138|Discrete Input 138|0|0|138|ok|alarm|N|N|
DI_139|Discrete Input 139|0|0|139|ok|failed|N|N|
DI_140|Discrete Input 140|0|0|140|closed|open|N|N|
DI_141|Discrete Input 141|0|0|141|off|on|N|N|
DI_142|Discrete Input 142|0|0|142|ok|alarm|N|N|
DI_143|Discrete Input 143|0|0|143|ok|failed|N|N|
DI_144|Discrete Input 144|0|0|144|closed|open|N|N|
DI_145|Discrete Input 145|0|0|145|off|on|N|N|
DI_146|Discrete Input 146|0|0|146|ok|alarm|N|N|
DI_147|Discrete Input 147|0|0|147|ok|failed|N|N|
DI_148|Discrete Input 148|0|0|148|closed|open|N|N|
DI_149|Discrete Input 149|0|0|149|off|on|N|N|
DI_150|Discrete Input 150|0|0|150|ok|alarm|N|N|
DI_151|Discrete Input 151|0|0|151|ok|failed|N|N|
DI_152|Discrete Input 152|0|0|152|closed|open|N|N|
DI_153|Discrete Input 153|0|0|153|off|on|N|N|
DI_154|Discrete Input 154|0|0|154|ok|alarm|N|N|
DI_155|Discrete Input 155|0|0|155|ok|failed|N|N|
DI_156|Discrete Input 156|0|0|156|closed|open|N|N|
DI_157|Discrete Input 157|0|0|157|off|on|N|N|
DI_158|Discrete Input 158|0|0|158|ok|alarm|N|N|
DI_159|Discrete Input 159|0|0|159|ok|failed|N|N|
DI_160|Discrete Input 160|0|0|160|closed|open|N|N|
DI_161|Discrete Input 161|0|0|161|off|on|N|N|
DI_162|Discrete Input 162|0|0|162|ok|alarm|N|N|
DI_163|Discrete Input 163|0|0|163|ok|failed|N|N|
DI_164|Discrete Input 164|0|0|164|closed|open|N|N|
DI_165|Discrete Input 165|0|0|165|off|on|N|N|
DI_166|Discrete Input 166|0|0|166|ok|alarm|N|N|
DI_167|Discrete Input 167|0|0|167|ok|failed|N|N|
DI_168|Discrete Input 168|0|0|168|closed|open|N|N|
DI_169|Discrete Input 169|0|0|169|off|on|N|N|
DI_170|Discrete Input 170|0|0|170|ok|alarm|N|N|
DI_171|Discrete Input 171|0|0|171|ok|failed|N|N|
DI_172|Discrete Input 172|0|0|172|closed|open|N|N|
DI_173|Discrete Input 173|0|0|173|off|on|N|N|
DI_174|Discrete Input 174|0|0|174|ok|alarm|N|N|
DI_175|Discrete Input 175|0|0|175|ok|failed|N|N|
DI_176|Discrete Input 176|0|0|176|closed|open|N|N|
DI_177|Discrete Input 177|0|0|177|off|on|N|N|
DI_178|Discrete Input 178|0|0|178|ok|alarm|N|N|
DI_179|Discrete Input 179|0|0|179|ok|failed|N|N|
DI_180|Discrete Input 180|0|0|180|closed|open|N|N|
DI_181|Discrete Input 181|0|0|181|off|on|N|N|
DI_182|Discrete Input 182|0|0|182|ok|alarm|N|N|
DI_183|Discrete Input 183|0|0|183|ok|failed|N|N|
DI_184|Discrete Input 184|0|0|184|closed|open|N|N|
DI_185|Discrete Input 185|0|0|185|off|on|N|N|
DI_186|Discrete Input 186|0|0|186|ok|alarm|N|N|
DI_187|Discrete Input 187|0|0|187|ok|failed|N|N|
DI_188|Discrete Input 188|0|0|188|closed|open|N|N|
DI_189|Discrete Input 189|0|0|189|off|on|N|N|
DI_190|Discrete Input 190|0|0|190|ok|alarm|N|N|
DI_191|Discrete Input 191|0|0|191|ok|failed|N|N|
DI_192|Discrete Input 192|0|0|192|closed|open|N|N|
DI_193|Discrete Input 193|0|0|193|off|on|N|N|
DI_194|Discrete Input 194|0|0|194|ok|alarm|N|N|
DI_195|Discrete Input 195|0|0|195|ok|failed|N|N|
DI_196|Discrete Input 196|0|0|196|closed|open|N|N|
DI_197|Discrete Input 197|0|0|197|off|on|N|N|
DI_198|Discrete Input 198|0|0|198|ok|alarm|N|N|
DI_199|Discrete Input 199|0|0|199|ok|failed|N|N|
DI_200|Discrete Input 200|0|0|200|closed|open|N|N|
DI_201|Discrete Input 201|0|0|201|off|on|N|N|
DI_202|Discrete Input 202|0|0|202|ok|alarm|N|N|
DI_203|Discrete Input 203|0|0|203|ok|failed|N|N|
DI_204|Discrete Input 204|0|0|204|closed|open|N|N|
DI_205|Discrete Input 205|0|0|205|off|on|N|N|
DI_206|Discrete Input 206|0|0|206|ok|alarm|N|N|
DI_207|Discrete Input 207|0|0|207|ok|failed|N|N|
DI_208|Discrete Input 208|0|0|208|closed|open|N|N|
DI_209|Discrete Input 209|0|0|209|off|on|N|N|
DI_210|Discrete Input 210|0|0|210|ok|alarm|N|N|
DI_211|Discrete Input 211|0|0|211|ok|failed|N|N|
DI_212|Discrete Input 212|0|0|212|closed|open|N|N|
DI_213|Discrete Input 213|0|0|213|off|on|N|N|
DI_214|Discrete Input 214|0|0|214|ok|alarm|N|N|
DI_215|Discrete Input 215|0|0|215|ok|failed|N|N|
DI_216|Discrete Input 216|0|0|216|closed|open|N|N|
DI_217|Discrete Input 217|0|0|217|off|on|N|N|
DI_218|Discrete Input 218|0|0|218|ok|alarm|N|N|
DI_219|Discrete Input 219|0|0|219|ok|failed|N|N|
DI_220|Discrete Input 220|0|0|220|closed|open|N|N|
DI_221|Discrete Input 221|0|0|221|off|on|N|N|
DI_222|Discrete Input 222|0|0|222|ok|alarm|N|N|
DI_223|Discrete Input 223|0|0|223|ok|failed|N|N|
DI_224|Discrete Input 224|0|0|224|closed|open|N|N|
DI_225|Discrete Input 225|0|0|225|off|on|N|N|
DI_226|Discrete Input 226|0|0|226|ok|alarm|N|N|
DI_227|Discrete Input 227|0|0|227|ok|failed|N|N|
DI_228|Discrete Input 228|0|0|228|closed|open|N|N|
DI_229|Discrete Input 229|0|0|229|off|on|N|N|
DI_230|Discrete Input 230|0|0|230|ok|alarm|N|N|
DI_231|Discrete Input 231|0|0|231|ok|failed|N|N|
DI_232|Discrete Input 232|0|0|232|closed|open|N|N|
DI_233|Discrete Input 233|0|0|233|off|on|N|N|
DI_234|Discrete Input 234|0|0|234|ok|alarm|N|N|
DI_235|Discrete Input 235|0|0|235|ok|failed|N|N|
DI_236|Discrete Input 236|0|0|236|closed|open|N|N|
DI_237|Discrete Input 237|0|0|237|off|on|N|N|
DI_238|Discrete Input 238|0|0|238|ok|alarm|N|N|
DI_239|Discrete Input 239|0|0|239|ok|failed|N|N|
DI_240|Discrete Input 240|0|0|240|closed|open|N|N|
DI_241|Discrete Input 241|0|0|241|off|on|N|N|
DI_242|Discrete Input 242|0|0|242|ok|alarm|N|N|
DI_243|Discrete Input 243|0|0|243|ok|failed|N|N|
DI_244|Discrete Input 244|0|0|244|closed|open|N|N|
DI_245|Discrete Input 245|0|0|245|off|on|N|N|
DI_246|Discrete Input 246|0|0|246|ok|alarm|N|N|
DI_247|Discrete Input 247|0|0|247|ok|failed|N|N|
DI_248|Discrete Input 248|0|0|248|closed|open|N|N|
DI_249|Discrete Input 249|0|0|249|off|on|N|N|
DI_250|Discrete Input 250|0|0|250|ok|alarm|N|N|
DI_251|Discrete Input 251|0|0|251|ok|failed|N|N|
DI_252|Discrete Input 252|0|0|252|closed|open|N|N|
DI_253|Discrete Input 253|0|0|253|off|on|N|N|
DI_254|Discrete Input 254|0|0|254|ok|alarm|N|N|
DI_255|Discrete Input 255|0|0|255|ok|failed|N|N|
DI_256|Discrete Input 256|0|0|256|closed|open|N|N|
DI_257|Discrete Input 257|0|0|257|off|on|N|N|
DI_258|Discrete Input 258|0|0|258|ok|alarm|N|N|
DI_259|Discrete Input 259|0|0|259|ok|failed|N|N|
DI_260|Discrete Input 260|0|0|260|closed|open|N|N|
DI_261|Discrete Input 261|0|0|261|off|on|N|N|
DI_262|Discrete Input 262|0|0|262|ok|alarm|N|N|
DI_263|Discrete Input 263|0|0|263|ok|failed|N|N|
DI_264|Discrete Input 264|0|0|264|closed|open|N|N|
DI_265|Discrete Input 265|0|0|265|off|on|N|N|
DI_266|Discrete Input 266|0|0|266|ok|alarm|N|N|
DI_267|Discrete Input 267|0|0|267|ok|failed|N|N|
DI_268|Discrete Input 268|0|0|268|closed|open|N|N|
DI_269|Discrete Input 269|0|0|269|off|on|N|N|
DI_270|Discrete Input 270|0|0|270|ok|alarm|N|N|
DI_271|Discrete Input 271|0|0|271|ok|failed|N|N|
DI_272|Discrete Input 272|0|0|272|closed|open|N|N|
DI_273|Discrete Input 273|0|0|273|off|on|N|N|
DI_274|Discrete Input 274|0|0|274|ok|alarm|N|N|
DI_275|Discrete Input 275|0|0|275|ok|failed|N|N|
DI_276|Discrete Input 276|0|0|276|closed|open|N|N|
DI_277|Discrete Input 277|0|0|277|off|on|N|N|
DI_278|Discrete Input 278|0|0|278|ok|alarm|N|N|
DI_279|Discrete Input 279|0|0|279|ok|failed|N|N|
DI_280|Discrete Input 280|0|0|280|closed|open|N|N|
DI_281|Discrete Input 281|0|0|281|off|on|N|N|
DI_282|Discrete Input 282|0|0|282|ok|alarm|N|N|
DI_283|Discrete Input 283|0|0|283|ok|failed|N|N|
DI_284|Discrete Input 284|0|0|284|closed|open|N|N|
DI_285|Discrete Input 285|0|0|285|off|on|N|N|
DI_286|Discrete Input 286|0|0|286|ok|alarm|N|N|
DI_287|Discrete Input 287|0|0|287|ok|failed|N|N|
DI_288|Discrete Input 288|0|0|288|closed|open|N|N|
DI_289|Discrete Input 289|0|0|289|off|on|N|N|
DI_290|Discrete Input 290|0|0|290|ok|alarm|N|N|
DI_291|Discrete Input 291|0|0|291|ok|failed|N|N|
DI_292|Discrete Input 292|0|0|292|closed|open|N|N|
DI_293|Discrete Input 293|0|0|293|off|on|N|N|
DI_294|Discrete Input 294|0|0|294|ok|alarm|N|N|
DI_295|Discrete Input 295|0|0|295|ok|failed|N|N|
DI_296|Discrete Input 296|0|0|296|closed|open|N|N|
DI_297|Discrete Input 297|0|0|297|off|on|N|N|
DI_298|Discrete Input 298|0|0|298|ok|alarm|N|N|
DI_299|Discrete Input 299|0|0|299|ok|failed|N|N|
DI_300|Discrete Input 300|0|0|300|closed|open|N|N|
DI_301|Discrete Input 301|0|0|301|off|on|N|N|
DI_302|Discrete Input 302|0|0|302|ok|alarm|N|N|
DI_303|Discrete Input 303|0|0|303|ok|failed|N|N|
DI_304|Discrete Input 304|0|0|304|closed|open|N|N|
DI_305|Discrete Input 305|0|0|305|off|on|N|N|
DI_306|Discrete Input 306|0|0|306|ok|alarm|N|N|
DI_307|Discrete Input 307|0|0|307|ok|failed|N|N|
DI_308|Discrete Input 308|0|0|308|closed|open|N|N|
DI_309|Discrete Input 309|0|0|309|off|on|N|N|
DI_310|Discrete Input 310|0|0|310|ok|alarm|N|N|
DI_311|Discrete Input 311|0|0|311|ok|failed|N|N|
DI_312|Discrete Input 312|0|0|312|closed|open|N|N|
DI_313|Discrete Input 313|0|0|313|off|on|N|N|
DI_314|Discrete Input 314|0|0|314|ok|alarm|N|N|
DI_315|Discrete Input 315|0|0|315|ok|failed|N|N|
DI_316|Discrete Input 316|0|0|316|closed|open|N|N|
DI_317|Discrete Input 317|0|0|317|off|on|N|N|
DI_318|Discrete Input 318|0|0|318|ok|alarm|N|N|
DI_319|Discrete Input 319|0|0|319|ok|failed|N|N|
DI_320|Discrete Input 320|0|0|320|closed|open|N|N|
DI_321|Discrete Input 321|0|0|321|off|on|N|N|
DI_322|Discrete Input 322|0|0|322|ok|alarm|N|N|
DI_323|Discrete Input 323|0|0|323|ok|failed|N|N|
DI_324|Discrete Input 324|0|0|324|closed|open|N|N|
DI_325|Discrete Input 325|0|0|325|off|on|N|N|
DI_326|Discrete Input 326|0|0|326|ok|alarm|N|N|
DI_327|Discrete Input 327|0|0|327|ok|failed|N|N|
DI_328|Discrete Input 328|0|0|328|closed|open|N|N|
DI_329|Discrete Input 329|0|0|329|off|on|N|N|
DI_330|Discrete Input 330|0|0|330|ok|alarm|N|N|
DI_331|Discrete Input 331|0|0|331|ok|failed|N|N|
DI_332|Discrete Input 332|0|0|332|closed|open|N|N|
DI_333|Discrete Input 333|0|0|333|off|on|N|N|
DI_334|Discrete Input 334|0|0|334|ok|alarm|N|N|
DI_335|Discrete Input 335|0|0|335|ok|failed|N|N|
DI_336|Discrete Input 336|0|0|336|closed|open|N|N|
DI_337|Discrete Input 337|0|0|337|off|on|N|N|
DI_338|Discrete Input 338|0|0|338|ok|alarm|N|N|
DI_339|Discrete Input 339|0|0|339|ok|failed|N|N|
DI_340|Discrete Input 340|0|0|340|closed|open|N|N|
DI_341|Discrete Input 341|0|0|341|off|on|N|N|
DI_342|Discrete Input 342|0|0|342|ok|alarm|N|N|
DI_343|Discrete Input 343|0|0|343|ok|failed|N|N|
DI_344|Discrete Input 344|0|0|344|closed|open|N|N|
DI_345|Discrete Input 345|0|0|345|off|on|N|N|
DI_346|Discrete Input 346|0|0|346|ok|alarm|N|N|
DI_347|Discrete Input 347|0|0|347|ok|failed|N|N|
DI_348|Discrete Input 348|0|0|348|closed|open|N|N|
DI_349|Discrete Input 349|0|0|349|off|on|N|N|
DI_350|Discrete Input 350|0|0|350|ok|alarm|N|N|
DI_351|Discrete Input 351|0|0|351|ok|failed|N|N|
DI_352|Discrete Input 352|0|0|352|closed|open|N|N|
DI_353|Discrete Input 353|0|0|353|off|on|N|N|
DI_354|Discrete Input 354|0|0|354|ok|alarm|N|N|
DI_355|Discrete Input 355|0|0|355|ok|failed|N|N|
DI_356|Discrete Input 356|0|0|356|closed|open|N|N|
DI_357|Discrete Input 357|0|0|357|off|on|N|N|
DI_358|Discrete Input 358|0|0|358|ok|alarm|N|N|
DI_359|Discrete Input 359|0|0|359|ok|failed|N|N|
DI_360|Discrete Input 360|0|0|360|closed|open|N|N|
DI_361|Discrete Input 361|0|0|361|off|on|N|N|
DI_362|Discrete Input 362|0|0|362|ok|alarm|N|N|
DI_363|Discrete Input 363|0|0|363|ok|failed|N|N|
DI_364|Discrete Input 364|0|0|364|closed|open|N|N|
DI_365|Discrete Input 365|0|0|365|off|on|N|N|
DI_366|Discrete Input 366|0|0|366|ok|alarm|N|N|
DI_367|Discrete Input 367|0|0|367|ok|failed|N|N|
DI_368|Discrete Input 368|0|0|368|closed|open|N|N|
DI_369|Discrete Input 369|0|0|369|off|on|N|N|
DI_370|Discrete Input 370|0|0|370|ok|alarm|N|N|
DI_371|Discrete Input 371|0|0|371|ok|failed|N|N|
DI_372|Discrete Input 372|0|0|372|closed|open|N|N|
DI_373|Discrete Input 373|0|0|373|off|on|N|N|
DI_374|Discrete Input 374|0|0|374|ok|alarm|N|N|
DI_375|Discrete Input 375|0|0|375|ok|failed|N|N|
DI_376|Discrete Input 376|0|0|376|closed|open|N|N|
DI_377|Discrete Input 377|0|0|377|off|on|N|N|
DI_378|Discrete Input 378|0|0|378|ok|alarm|N|N|
DI_379|Discrete Input 379|0|0|379|ok|failed|N|N|
DI_380|Discrete Input 380|0|0|380|closed|open|N|N|
DI_381|Discrete Input 381|0|0|381|off|on|N|N|
DI_382|Discrete Input 382|0|0|382|ok|alarm|N|N|
DI_383|Discrete Input 383|0|0|383|ok|failed|N|N|
DI_384|Discrete Input 384|0|0|384|closed|open|N|N|
DI_385|Discrete Input 385|0|0|385|off|on|N|N|
DI_386|Discrete Input 386|0|0|386|ok|alarm|N|N|
DI_387|Discrete Input 387|0|0|387|ok|failed|N|N|
DI_388|Discrete Input 388|0|0|388|closed|open|N|N|
DI_389|Discrete Input 389|0|0|389|off|on|N|N|
DI_390|Discrete Input 390|0|0|390|ok|alarm|N|N|
DI_391|Discrete Input 391|0|0|391|ok|failed|N|N|
DI_392|Discrete Input 392|0|0|392|closed|open|N|N|
DI_393|Discrete Input 393|0|0|393|off|on|N|N|
DI_394|Discrete Input 394|0|0|394|ok|alarm|N|N|
DI_395|Discrete Input 395|0|0|395|ok|failed|N|N|
DI_396|Discrete Input 396|0|0|396|closed|open|N|N|
DI_397|Discrete Input 397|0|0|397|off|on|N|N|
DI_398|Discrete Input 398|0|0|398|ok|alarm|N|N|
DI_399|Discrete Input 399|0|0|399|ok|failed|N|N|
DI_400|Discrete Input 400|0|0|400|closed|open|N|N|
DI_401|Discrete Input 401|0|0|401|off|on|N|N|
DI_402|Discrete Input 402|0|0|402|ok|alarm|N|N|
DI_403|Discrete Input 403|0|0|403|ok|failed|N|N|
DI_404|Discrete Input 404|0|0|404|closed|open|N|N|
DI_405|Discrete Input 405|0|0|405|off|on|N|N|
DI_406|Discrete Input 406|0|0|406|ok|alarm|N|N|
DI_407|Discrete Input 407|0|0|407|ok|failed|N|N|
DI_408|Discrete Input 408|0|0|408|closed|open|N|N|
DI_409|Discrete Input 409|0|0|409|off|on|N|N|
DI_410|Discrete Input 410|0|0|410|ok|alarm|N|N|
DI_411|Discrete Input 411|0|0|411|ok|failed|N|N|
DI_412|Discrete Input 412|0|0|412|closed|open|N|N|
DI_413|Discrete Input 413|0|0|413|off|on|N|N|
DI_414|Discrete Input 414|0|0|414|ok|alarm|N|N|
DI_415|Discrete Input 415|0|0|415|ok|failed|N|N|
DI_416|Discrete Input 416|0|0|416|closed|open|N|N|
DI_417|Discrete Input 417|0|0|417|off|on|N|N|
DI_418|Discrete Input 418|0|0|418|ok|alarm|N|N|
DI_419|Discrete Input 419|0|0|419|ok|failed|N|N|
DI_420|Discrete Input 420|0|0|420|closed|open|N|N|
DI_421|Discrete Input 421|0|0|421|off|on|N|N|
DI_422|Discrete Input 422|0|0|422|ok|alarm|N|N|
DI_423|Discrete Input 423|0|0|423|ok|failed|N|N|
DI_424|Discrete Input 424|0|0|424|closed|open|N|N|
DI_425|Discrete Input 425|0|0|425|off|on|N|N|
DI_426|Discrete Input 426|0|0|426|ok|alarm|N|N|
DI_427|Discrete Input 427|0|0|427|ok|failed|N|N|
DI_428|Discrete Input 428|0|0|428|closed|open|N|N|
DI_429|Discrete Input 429|0|0|429|off|on|N|N|
DI_430|Discrete Input 430|0|0|430|ok|alarm|N|N|
DI_431|Discrete Input 431|0|0|431|ok|failed|N|N|
DI_432|Discrete Input 432|0|0|432|closed|open|N|N|
DI_433|Discrete Input 433|0|0|433|off|on|N|N|
DI_434|Discrete Input 434|0|0|434|ok|alarm|N|N|
DI_435|Discrete Input 435|0|0|435|ok|failed|N|N|
DI_436|Discrete Input 436|0|0|436|closed|open|N|N|
DI_437|Discrete Input 437|0|0|437|off|on|N|N|
DI_438|Discrete Input 438|0|0|438|ok|alarm|N|N|
DI_439|Discrete Input 439|0|0|439|ok|failed|N|N|
DI_440|Discrete Input 440|0|0|440|closed|open|N|N|
DI_441|Discrete Input 441|0|0|441|off|on|N|N|
